FinalID,StandardisedTraitValue,StandardisedTraitUnit,ConPhylum,ConGenus,ConSpecies,ConTemp,ConTempUnit,Ea.eV,role,stdConst.day
MTD4898,2.76e-05,s^-1,Firmicutes,Lactococcus,lactis,13.0208,Celsius,0.65,bacterial decomposer,667771457327.298
MTD4898,3.45e-05,s^-1,Firmicutes,Lactococcus,lactis,14.0202,Celsius,0.65,bacterial decomposer,761552222538.343
MTD4898,4.05e-05,s^-1,Firmicutes,Lactococcus,lactis,15.0467,Celsius,0.65,bacterial decomposer,814150735338.405
MTD4898,4.65e-05,s^-1,Firmicutes,Lactococcus,lactis,16.0192,Celsius,0.65,bacterial decomposer,856003367457.052
MTD4898,5.59e-05,s^-1,Firmicutes,Lactococcus,lactis,17.0186,Celsius,0.65,bacterial decomposer,940625238014.765
MTD4898,6.53e-05,s^-1,Firmicutes,Lactococcus,lactis,18.018,Celsius,0.65,bacterial decomposer,1005004825294.85
MTD4898,7.31e-05,s^-1,Firmicutes,Lactococcus,lactis,19.0174,Celsius,0.65,bacterial decomposer,1029645172656.28
MTD4898,8.08e-05,s^-1,Firmicutes,Lactococcus,lactis,20.0169,Celsius,0.65,bacterial decomposer,1042210376315.9
MTD4898,8.94e-05,s^-1,Firmicutes,Lactococcus,lactis,21.0163,Celsius,0.65,bacterial decomposer,1056620232778.94
MTD4898,0.00010307,s^-1,Firmicutes,Lactococcus,lactis,22.0156,Celsius,0.65,bacterial decomposer,1116893816627.75
MTD4898,0.00011079,s^-1,Firmicutes,Lactococcus,lactis,23.0691,Celsius,0.65,bacterial decomposer,1096248357550.22
MTD4898,0.00011765,s^-1,Firmicutes,Lactococcus,lactis,24.0145,Celsius,0.65,bacterial decomposer,1073538256199.23
MTD4898,0.00011767,s^-1,Firmicutes,Lactococcus,lactis,25.0411,Celsius,0.65,bacterial decomposer,983873736318.141
MTD4898,0.00013909,s^-1,Firmicutes,Lactococcus,lactis,26.0133,Celsius,0.65,bacterial decomposer,1071195565276.61
MTD4898,0.00015366,s^-1,Firmicutes,Lactococcus,lactis,27.0397,Celsius,0.65,bacterial decomposer,1085659307926.98
MTD4898,0.00016738,s^-1,Firmicutes,Lactococcus,lactis,28.012,Celsius,0.65,bacterial decomposer,1090447997739.55
MTD4898,0.00017766,s^-1,Firmicutes,Lactococcus,lactis,29.0114,Celsius,0.65,bacterial decomposer,1065403334904.42
MTD4898,0.00018539,s^-1,Firmicutes,Lactococcus,lactis,30.0109,Celsius,0.65,bacterial decomposer,1023923088499.61
MTD4898,0.00019653,s^-1,Firmicutes,Lactococcus,lactis,31.0103,Celsius,0.65,bacterial decomposer,1000241746224.35
MTD4898,0.00021025,s^-1,Firmicutes,Lactococcus,lactis,32.0096,Celsius,0.65,bacterial decomposer,986604955991.022
MTD4898,0.00021968,s^-1,Firmicutes,Lactococcus,lactis,33.009,Celsius,0.65,bacterial decomposer,950945688316.095
MTD4898,0.00022911,s^-1,Firmicutes,Lactococcus,lactis,34.0085,Celsius,0.65,bacterial decomposer,915359524964.134
MTD4898,0.00024026,s^-1,Firmicutes,Lactococcus,lactis,35.0078,Celsius,0.65,bacterial decomposer,886429818392.706
MTD4898,0.00024712,s^-1,Firmicutes,Lactococcus,lactis,36.0073,Celsius,0.65,bacterial decomposer,842369682929.151
MTD4898,0.00026341,s^-1,Firmicutes,Lactococcus,lactis,37.0336,Celsius,0.65,bacterial decomposer,828262484144.439
MTD4898,0.00026085,s^-1,Firmicutes,Lactococcus,lactis,38.0062,Celsius,0.65,bacterial decomposer,760178075368.553
MTD4898,0.00024374,s^-1,Firmicutes,Lactococcus,lactis,39.033,Celsius,0.65,bacterial decomposer,655878904497.735
MTD4898,0.00018638,s^-1,Firmicutes,Lactococcus,lactis,40.0334,Celsius,0.65,bacterial decomposer,464277040762.747
MTD4898,0.00014787,s^-1,Firmicutes,Lactococcus,lactis,41.0605,Celsius,0.65,bacterial decomposer,340460301149.373
MTD4900,9.9e-05,s^-1,Firmicutes,Lactobacillus,delbrueckii,35.0098,Celsius,0.65,bacterial decomposer,365198584472.829
MTD4900,0.00011526,s^-1,Firmicutes,Lactobacillus,delbrueckii,36.0362,Celsius,0.65,bacterial decomposer,391997249563.66
MTD4900,0.00014438,s^-1,Firmicutes,Lactobacillus,delbrueckii,37.0083,Celsius,0.65,bacterial decomposer,454887754118.276
MTD4900,0.00016067,s^-1,Firmicutes,Lactobacillus,delbrueckii,38.0346,Celsius,0.65,bacterial decomposer,467195297058.223
MTD4900,0.00018637,s^-1,Firmicutes,Lactobacillus,delbrueckii,39.0068,Celsius,0.65,bacterial decomposer,502520280496.038
MTD4900,0.00023091,s^-1,Firmicutes,Lactobacillus,delbrueckii,40.0598,Celsius,0.65,bacterial decomposer,574035821845.207
MTD4900,0.00027545,s^-1,Firmicutes,Lactobacillus,delbrueckii,41.0317,Celsius,0.65,bacterial decomposer,635601436127.162
MTD4900,0.00028574,s^-1,Firmicutes,Lactobacillus,delbrueckii,42.004,Celsius,0.65,bacterial decomposer,612273317847.394
MTD4900,0.00029175,s^-1,Firmicutes,Lactobacillus,delbrueckii,43.0035,Celsius,0.65,bacterial decomposer,579593765576.579
MTD4900,0.00029776,s^-1,Firmicutes,Lactobacillus,delbrueckii,44.057,Celsius,0.65,bacterial decomposer,546470234054.296
MTD4900,0.00029863,s^-1,Firmicutes,Lactobacillus,delbrueckii,45.0025,Celsius,0.65,bacterial decomposer,510672874059.681
MTD4900,0.00029608,s^-1,Firmicutes,Lactobacillus,delbrueckii,46.0291,Celsius,0.65,bacterial decomposer,469138447092.981
MTD4900,0.00028667,s^-1,Firmicutes,Lactobacillus,delbrueckii,47.0288,Celsius,0.65,bacterial decomposer,421918599368.357
MTD4900,0.00023188,s^-1,Firmicutes,Lactobacillus,delbrueckii,48.0021,Celsius,0.65,bacterial decomposer,317762113384.325
MTD4900,0.00020792,s^-1,Firmicutes,Lactobacillus,delbrueckii,49.056,Celsius,0.65,bacterial decomposer,263858422031.76
MTD4900,0.00019167,s^-1,Firmicutes,Lactobacillus,delbrueckii,50.0558,Celsius,0.65,bacterial decomposer,226244750879.902
MTD4900,0.00018569,s^-1,Firmicutes,Lactobacillus,delbrueckii,51.0014,Celsius,0.65,bacterial decomposer,204760426711.931
MTD4902,0.00011868,s^-1,Firmicutes,Lactobacillus,acidophilus,36.0361,Celsius,0.65,bacterial decomposer,403631794723.805
MTD4902,0.00012298,s^-1,Firmicutes,Lactobacillus,acidophilus,37.0356,Celsius,0.65,bacterial decomposer,386635854897.482
MTD4902,0.00012642,s^-1,Firmicutes,Lactobacillus,acidophilus,38.0351,Celsius,0.65,bacterial decomposer,367589028326.067
MTD4902,0.00013585,s^-1,Firmicutes,Lactobacillus,acidophilus,39.0616,Celsius,0.65,bacterial decomposer,364749963434.163
MTD4902,0.00014186,s^-1,Firmicutes,Lactobacillus,acidophilus,40.007,Celsius,0.65,bacterial decomposer,354094883287.544
MTD4902,0.00014701,s^-1,Firmicutes,Lactobacillus,acidophilus,41.0065,Celsius,0.65,bacterial decomposer,339879789472.972
MTD4902,0.00015302,s^-1,Firmicutes,Lactobacillus,acidophilus,42.0329,Celsius,0.65,bacterial decomposer,327166926350.859
MTD4902,0.00014105,s^-1,Firmicutes,Lactobacillus,acidophilus,43.0867,Celsius,0.65,bacterial decomposer,278458100213.952
MTD4902,0.00012821,s^-1,Firmicutes,Lactobacillus,acidophilus,44.0054,Celsius,0.65,bacterial decomposer,236212159600.876
MTD4902,0.0001111,s^-1,Firmicutes,Lactobacillus,acidophilus,45.0592,Celsius,0.65,bacterial decomposer,189185887488.906
MTD4902,8.8e-05,s^-1,Firmicutes,Lactobacillus,acidophilus,46.0051,Celsius,0.65,bacterial decomposer,139683920916.985
MTD4902,4.69e-05,s^-1,Firmicutes,Lactobacillus,acidophilus,47.0052,Celsius,0.65,bacterial decomposer,69147019009.5752
MTD4902,4.69e-05,s^-1,Firmicutes,Lactobacillus,acidophilus,48.0047,Celsius,0.65,bacterial decomposer,64258278518.283
MTD4904,5.22e-06,s^-1,Firmicutes,Lactobacillus,paracasei,6.05125,Celsius,0.65,bacterial decomposer,243859494436.79
MTD4904,3.52e-06,s^-1,Firmicutes,Lactobacillus,paracasei,6.9968,Celsius,0.65,bacterial decomposer,150110413190.283
MTD4904,7.82e-06,s^-1,Firmicutes,Lactobacillus,paracasei,7.99629,Celsius,0.65,bacterial decomposer,303043109554.683
MTD4904,5.27e-06,s^-1,Firmicutes,Lactobacillus,paracasei,9.02289,Celsius,0.65,bacterial decomposer,185232340270.043
MTD4904,5.28e-06,s^-1,Firmicutes,Lactobacillus,paracasei,10.0224,Celsius,0.65,bacterial decomposer,168873924798.617
MTD4904,7.01e-06,s^-1,Firmicutes,Lactobacillus,paracasei,11.022,Celsius,0.65,bacterial decomposer,204152064223.211
MTD4904,8.73e-06,s^-1,Firmicutes,Lactobacillus,paracasei,12.0215,Celsius,0.65,bacterial decomposer,231657513733.195
MTD4904,1.39e-05,s^-1,Firmicutes,Lactobacillus,paracasei,13.021,Celsius,0.65,bacterial decomposer,336298995354.524
MTD4904,1.39e-05,s^-1,Firmicutes,Lactobacillus,paracasei,14.0205,Celsius,0.65,bacterial decomposer,306819867539.769
MTD4904,1.31e-05,s^-1,Firmicutes,Lactobacillus,paracasei,15.0201,Celsius,0.65,bacterial decomposer,263979569684.78
MTD4904,1.82e-05,s^-1,Firmicutes,Lactobacillus,paracasei,16.0196,Celsius,0.65,bacterial decomposer,335025788392.203
MTD4904,1.82e-05,s^-1,Firmicutes,Lactobacillus,paracasei,17.0191,Celsius,0.65,bacterial decomposer,306236359980.331
MTD4904,2.08e-05,s^-1,Firmicutes,Lactobacillus,paracasei,18.0456,Celsius,0.65,bacterial decomposer,319338982202.848
MTD4904,2.51e-05,s^-1,Firmicutes,Lactobacillus,paracasei,19.0181,Celsius,0.65,bacterial decomposer,353522507521.709
MTD4904,2.77e-05,s^-1,Firmicutes,Lactobacillus,paracasei,20.0176,Celsius,0.65,bacterial decomposer,357270469445.271
MTD4904,2.86e-05,s^-1,Firmicutes,Lactobacillus,paracasei,21.0172,Celsius,0.65,bacterial decomposer,337997405231.691
MTD4904,3.54e-05,s^-1,Firmicutes,Lactobacillus,paracasei,22.0166,Celsius,0.65,bacterial decomposer,383570564980.681
MTD4904,3.89e-05,s^-1,Firmicutes,Lactobacillus,paracasei,23.0161,Celsius,0.65,bacterial decomposer,386666924447.795
MTD4904,4.14e-05,s^-1,Firmicutes,Lactobacillus,paracasei,24.0697,Celsius,0.65,bacterial decomposer,375991994346.824
MTD4904,4.66e-05,s^-1,Firmicutes,Lactobacillus,paracasei,25.0421,Celsius,0.65,bacterial decomposer,389603356387.037
MTD4904,5e-05,s^-1,Firmicutes,Lactobacillus,paracasei,26.0956,Celsius,0.65,bacterial decomposer,382411834580.762
MTD4904,5.6e-05,s^-1,Firmicutes,Lactobacillus,paracasei,27.0411,Celsius,0.65,bacterial decomposer,395612372295.197
MTD4904,6.8e-05,s^-1,Firmicutes,Lactobacillus,paracasei,28.0134,Celsius,0.65,bacterial decomposer,442955137923.71
MTD4904,7.23e-05,s^-1,Firmicutes,Lactobacillus,paracasei,29.0399,Celsius,0.65,bacterial decomposer,432553889052.606
MTD4904,7.32e-05,s^-1,Firmicutes,Lactobacillus,paracasei,30.0395,Celsius,0.65,bacterial decomposer,403341407302.836
MTD4904,7.84e-05,s^-1,Firmicutes,Lactobacillus,paracasei,31.0119,Celsius,0.65,bacterial decomposer,398965672447.941
MTD4904,7.92e-05,s^-1,Firmicutes,Lactobacillus,paracasei,32.0115,Celsius,0.65,bacterial decomposer,371591381056.803
MTD4904,8.18e-05,s^-1,Firmicutes,Lactobacillus,paracasei,33.011,Celsius,0.65,bacterial decomposer,354036958023.321
MTD4904,8.35e-05,s^-1,Firmicutes,Lactobacillus,paracasei,34.0105,Celsius,0.65,bacterial decomposer,333552878170.714
MTD4904,7.84e-05,s^-1,Firmicutes,Lactobacillus,paracasei,35.0101,Celsius,0.65,bacterial decomposer,289200876400.182
MTD4904,8.01e-05,s^-1,Firmicutes,Lactobacillus,paracasei,36.0097,Celsius,0.65,bacterial decomposer,272988964866.126
MTD4904,7.93e-05,s^-1,Firmicutes,Lactobacillus,paracasei,37.0092,Celsius,0.65,bacterial decomposer,249827215533.077
MTD4904,7.5e-05,s^-1,Firmicutes,Lactobacillus,paracasei,38.0899,Celsius,0.65,bacterial decomposer,217147344753.428
MTD4904,7.16e-05,s^-1,Firmicutes,Lactobacillus,paracasei,39.0355,Celsius,0.65,bacterial decomposer,192630852430.16
MTD4904,6.22e-05,s^-1,Firmicutes,Lactobacillus,paracasei,40.0351,Celsius,0.65,bacterial decomposer,154921433806.102
MTD4904,5.54e-05,s^-1,Firmicutes,Lactobacillus,paracasei,41.0348,Celsius,0.65,bacterial decomposer,127805334205.682
MTD4904,5.45e-05,s^-1,Firmicutes,Lactobacillus,paracasei,42.0073,Celsius,0.65,bacterial decomposer,116751362005.733
MTD4920,2.77e-06,s^-1,Firmicutes,Sulfobacillus,thermotolerans,20.0024,Celsius,0.65,bacterial decomposer,35774740694.3945
MTD4920,2.5e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,25.1338,Celsius,0.65,bacterial decomposer,207395577810.043
MTD4920,5.03e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,30.0992,Celsius,0.65,bacterial decomposer,275805311788.857
MTD4920,7.77e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,35.1227,Celsius,0.65,bacterial decomposer,284067599399.82
MTD4920,9.19e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,39.9662,Celsius,0.65,bacterial decomposer,230111473983.711
MTD4920,8.06e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,45.0127,Celsius,0.65,bacterial decomposer,137725482037.026
MTD4920,5.05e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,49.8746,Celsius,0.65,bacterial decomposer,60395035582.8142
MTD4920,4.75e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,55.153,Celsius,0.65,bacterial decomposer,39026089865.8396
MTD4920,3.63e-05,s^-1,Firmicutes,Sulfobacillus,thermotolerans,60.1996,Celsius,0.65,bacterial decomposer,21062419920.6304
MTD4922,1.64e-06,s^-1,Firmicutes,Bacillus,infernus,40.0952,Celsius,0.65,bacterial decomposer,4065913420.63261
MTD4922,3.17e-05,s^-1,Firmicutes,Bacillus,infernus,45.2059,Celsius,0.65,bacterial decomposer,53393711232.413
MTD4922,8.65e-05,s^-1,Firmicutes,Bacillus,infernus,50.0725,Celsius,0.65,bacterial decomposer,101980421609.681
MTD4922,0.00017814,s^-1,Firmicutes,Bacillus,infernus,54.9885,Celsius,0.65,bacterial decomposer,148055672352.625
MTD4922,0.00031943,s^-1,Firmicutes,Bacillus,infernus,59.9445,Celsius,0.65,bacterial decomposer,188583376043.682
MTD4922,2.85e-06,s^-1,Firmicutes,Bacillus,infernus,65.1509,Celsius,0.65,bacterial decomposer,1187460943.31379
MTD4923,2.44e-05,s^-1,Proteobacteria,Colwellia,demingiae,0.220327,Celsius,0.65,bacterial decomposer,2028243513353.95
MTD4923,2.95e-05,s^-1,Proteobacteria,Colwellia,demingiae,1.64179,Celsius,0.65,bacterial decomposer,2126006703104.73
MTD4923,3.39e-05,s^-1,Proteobacteria,Colwellia,demingiae,2.21038,Celsius,0.65,bacterial decomposer,2308480644676.2
MTD4923,3.64e-05,s^-1,Proteobacteria,Colwellia,demingiae,3.91613,Celsius,0.65,bacterial decomposer,2094048585990.49
MTD4923,3.6e-05,s^-1,Proteobacteria,Colwellia,demingiae,4.84009,Celsius,0.65,bacterial decomposer,1891865886740.79
MTD4923,4.47e-05,s^-1,Proteobacteria,Colwellia,demingiae,5.83511,Celsius,0.65,bacterial decomposer,2132390014957.1
MTD4923,5.33e-05,s^-1,Proteobacteria,Colwellia,demingiae,6.4037,Celsius,0.65,bacterial decomposer,2406600149793.61
MTD4923,5.63e-05,s^-1,Proteobacteria,Colwellia,demingiae,7.25657,Celsius,0.65,bacterial decomposer,2341767485942.67
MTD4923,5.98e-05,s^-1,Proteobacteria,Colwellia,demingiae,8.32267,Celsius,0.65,bacterial decomposer,2246405150713.73
MTD4923,6.46e-05,s^-1,Proteobacteria,Colwellia,demingiae,9.24662,Celsius,0.65,bacterial decomposer,2223008497593.72
MTD4923,6.06e-05,s^-1,Proteobacteria,Colwellia,demingiae,11.521,Celsius,0.65,bacterial decomposer,1684617971900.31
MTD4923,6.43e-05,s^-1,Proteobacteria,Colwellia,demingiae,12.9424,Celsius,0.65,bacterial decomposer,1566991730084.87
MTD4923,6.09e-05,s^-1,Proteobacteria,Colwellia,demingiae,12.4449,Celsius,0.65,bacterial decomposer,1553886403708.98
MTD4923,5.19e-05,s^-1,Proteobacteria,Colwellia,demingiae,13.9375,Celsius,0.65,bacterial decomposer,1154340734512.02
MTD4923,4.36e-05,s^-1,Proteobacteria,Colwellia,demingiae,14.5771,Celsius,0.65,bacterial decomposer,914719545623.962
MTD4923,4.16e-05,s^-1,Proteobacteria,Colwellia,demingiae,15.2168,Celsius,0.65,bacterial decomposer,823451808840.185
MTD4923,3.33e-05,s^-1,Proteobacteria,Colwellia,demingiae,15.9275,Celsius,0.65,bacterial decomposer,618102268780.993
MTD4924,2.83e-05,s^-1,Proteobacteria,Colwellia,hornerae,3.2021,Celsius,0.65,bacterial decomposer,1746709439956.09
MTD4924,3.04e-05,s^-1,Proteobacteria,Colwellia,hornerae,4.06411,Celsius,0.65,bacterial decomposer,1723643736581.65
MTD4924,3.34e-05,s^-1,Proteobacteria,Colwellia,hornerae,4.85633,Celsius,0.65,bacterial decomposer,1752451205919.26
MTD4924,3.34e-05,s^-1,Proteobacteria,Colwellia,hornerae,5.71345,Celsius,0.65,bacterial decomposer,1612234819083.35
MTD4924,3.75e-05,s^-1,Proteobacteria,Colwellia,hornerae,6.57913,Celsius,0.65,bacterial decomposer,1664788400144.67
MTD4924,3.69e-05,s^-1,Proteobacteria,Colwellia,hornerae,7.57788,Celsius,0.65,bacterial decomposer,1488299692638.32
MTD4924,4.25e-05,s^-1,Proteobacteria,Colwellia,hornerae,8.30316,Celsius,0.65,bacterial decomposer,1599493883298.38
MTD4924,4.58e-05,s^-1,Proteobacteria,Colwellia,hornerae,9.09497,Celsius,0.65,bacterial decomposer,1598846823338.13
MTD4924,4.76e-05,s^-1,Proteobacteria,Colwellia,hornerae,10.0268,Celsius,0.65,bacterial decomposer,1521794033874.2
MTD4924,4.95e-05,s^-1,Proteobacteria,Colwellia,hornerae,10.9586,Celsius,0.65,bacterial decomposer,1450151629599.39
MTD4924,4.18e-05,s^-1,Proteobacteria,Colwellia,hornerae,13.1589,Celsius,0.65,bacterial decomposer,998558553794.195
MTD4924,4.05e-05,s^-1,Proteobacteria,Colwellia,hornerae,14.1564,Celsius,0.65,bacterial decomposer,882933226493.48
MTD4924,2.7e-05,s^-1,Proteobacteria,Colwellia,hornerae,15.1278,Celsius,0.65,bacterial decomposer,538785381279.873
MTD4924,3.42e-05,s^-1,Proteobacteria,Colwellia,hornerae,15.9294,Celsius,0.65,bacterial decomposer,634698875686.789
MTD4924,3.28e-05,s^-1,Proteobacteria,Colwellia,hornerae,17.0694,Celsius,0.65,bacterial decomposer,549417578694.643
MTD4925,3.16e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,2.05764,Celsius,0.65,bacterial decomposer,2184822862522.64
MTD4925,3.62e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,2.85708,Celsius,0.65,bacterial decomposer,2311855480619.62
MTD4925,3.78e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,3.60528,Celsius,0.65,bacterial decomposer,2242111032930.33
MTD4925,4.1e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,4.62011,Celsius,0.65,bacterial decomposer,2201426033762.22
MTD4925,4.44e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,5.4207,Celsius,0.65,bacterial decomposer,2205006635348.27
MTD4925,4.71e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,6.43599,Celsius,0.65,bacterial decomposer,2120041103401.52
MTD4925,5.12e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,7.34341,Celsius,0.65,bacterial decomposer,2111973481863.88
MTD4925,5.71e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,8.4104,Celsius,0.65,bacterial decomposer,2127143059398.38
MTD4925,5.73e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,9.15975,Celsius,0.65,bacterial decomposer,1988074898534.92
MTD4925,5.9e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,10.6041,Celsius,0.65,bacterial decomposer,1786756079519.95
MTD4925,6.09e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,11.513,Celsius,0.65,bacterial decomposer,1694218806902.18
MTD4925,6.13e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,12.5835,Celsius,0.65,bacterial decomposer,1544182356257.55
MTD4925,6.51e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,13.5984,Celsius,0.65,bacterial decomposer,1493624902215.14
MTD4925,5.73e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,14.9948,Celsius,0.65,bacterial decomposer,1157315499253.33
MTD4925,4.45e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,15.699,Celsius,0.65,bacterial decomposer,843219439332.467
MTD4925,3.46e-05,s^-1,Proteobacteria,Colwellia,psychrerythraea,16.7234,Celsius,0.65,bacterial decomposer,597830214219.597
MTD4926,3.9e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,2.06921,Celsius,0.65,bacterial decomposer,2693353477671.82
MTD4926,4.26e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,2.98729,Celsius,0.65,bacterial decomposer,2685747103190.78
MTD4926,4.73e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,3.62288,Celsius,0.65,bacterial decomposer,2800746251835.13
MTD4926,5.69e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,4.47034,Celsius,0.65,bacterial decomposer,3100236237817.71
MTD4926,5.95e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,6.02401,Celsius,0.65,bacterial decomposer,2786961427494.15
MTD4926,6.71e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,7.43644,Celsius,0.65,bacterial decomposer,2743271641455.33
MTD4926,7.5e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,8.99011,Celsius,0.65,bacterial decomposer,2644333827473.53
MTD4926,8.24e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,10.1907,Celsius,0.65,bacterial decomposer,2594086337030.56
MTD4926,9.17e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,12.5212,Celsius,0.65,bacterial decomposer,2323312918446.7
MTD4926,9.76e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,14.0042,Celsius,0.65,bacterial decomposer,2157575598695.11
MTD4926,0.00010224,s^-1,Proteobacteria,Colwellia,psychrotropica,14.9929,Celsius,0.65,bacterial decomposer,2065346644740.17
MTD4926,0.00010495,s^-1,Proteobacteria,Colwellia,psychrotropica,16.3347,Celsius,0.65,bacterial decomposer,1877839146352.02
MTD4926,0.00011014,s^-1,Proteobacteria,Colwellia,psychrotropica,17.5353,Celsius,0.65,bacterial decomposer,1769630332965.26
MTD4926,0.00010224,s^-1,Proteobacteria,Colwellia,psychrotropica,19.4421,Celsius,0.65,bacterial decomposer,1387127439863.5
MTD4926,9.76e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,20.1483,Celsius,0.65,bacterial decomposer,1244479634933.4
MTD4926,8.76e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,21.137,Celsius,0.65,bacterial decomposer,1024514525977.76
MTD4926,7.82e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,22.0551,Celsius,0.65,bacterial decomposer,844503285855.604
MTD4926,5.2e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,23.5381,Celsius,0.65,bacterial decomposer,494231026580.539
MTD4926,3.17e-05,s^-1,Proteobacteria,Colwellia,psychrotropica,24.5975,Celsius,0.65,bacterial decomposer,275232708181.661
MTD4927,6.37e-06,s^-1,Bacteroidetes,Psychroflexus,torquis,2.0274,Celsius,0.65,bacterial decomposer,441750102001.089
